newspaper_name,article_title,publication_date,change_id,change_content,change_timestamp,classification
20 Minuten,Massiv mehr Drohungen gegen Personal – BLS prüft Bodycams,2025-11-17 10:24:11,,,,
20 Minuten,Nach Konkurs: Die Kleidermarke Switcher feiert jetzt ihr Comeback,2025-11-17 10:29:31,,,,
20 Minuten,Basejumper hängt stundenlang an Felswand fest,2025-11-17 10:51:18,,,,
20 Minuten,Marks & Spencer verkauft «Push-Up-Unterhosen» für Männer,2025-11-17 10:52:18,,,,
20 Minuten,«Fünf Zentimeter mehr»: Jetzt gibts Push-up-Unterhosen für Männer,2025-11-17 10:52:18,,,,
20 Minuten,Marks & Spencer verkauft Push-up-Unterhosen für Männer,2025-11-17 10:52:18,3158,"--- Database Content\n
+++ Fetched Content\n
@@ -13,5 +13,5 @@\n
 Andere sind enttäuscht: «Ich muss ständig alles neu richten. 
 Wenn ihr ‹die Jungs› supporten wollt, kauft etwas anderes.»

Auch der Preis stösst einigen sauer auf, obwohl 28 Pfund (das sind umgerechnet 29.30 Franken) für drei Boxershorts nicht absurd hoch ist: «Ich finde die völlig überteuert», ist in einer Bewertung zu lesen.

Unter den Posts der beiden Influencer findet sich dagegen viel Begeisterung, nur vereinzelt stören sich User daran: «Wir arbeiten so fest daran, uns so zu akzeptieren, wie wir sind. 
 Produkte wie dieses, oder dieser Skims-Body, machen einfach alles wieder kaputt», findet jemand.

Einzelne User, die aber viel Gegenwind bekommen, schreiben zudem, es sei «irreführend» oder eine «Täuschung». 
-«Wenn du nur mit jemanden nach Hause gehst, weil du die Beule in seiner Hose gross genug findest, hast du eh ein Problem», schreibt dort ein User als Antwort.

Darum wurde das Kommentarfeld deaktiviert

Wie findest du den neuen Look?

Meret Steiger (mst), arbeitet seit 2016 für 20 Minuten. 
+«Wenn du nur mit jemandem nach Hause gehst, weil du die Beule in seiner Hose gross genug findest, hast du eh ein Problem», schreibt dort ein User als Antwort.

Darum wurde das Kommentarfeld deaktiviert

Wie findest du den neuen Look?

Meret Steiger (mst), arbeitet seit 2016 für 20 Minuten. 
 Sie ist Redaktorin für Living und Auto & Mobilität und berichtet über Wohnen, Einrichten und Architektur.",2025-11-17 12:21:37.430455,typo
20 Minuten,Kontrolle verloren: Junglenker (20) schrotten Sportwagen,2025-11-17 10:52:20,,,,
20 Minuten,Die Toten Hosen geben 2027 ein Zusatzkonzert im Berner Wankdorf,2025-11-17 10:55:17,,,,
20 Minuten,«Bin verliebt»: Das begehrteste Stück der Saison ist eine Jeans,2025-11-17 10:56:38,3147,"--- Database Content\n
+++ Fetched Content\n
@@ -1,13 +1,13 @@\n
 Eine schillernde Hose von Mango macht gerade das Netz verrückt. 
 Alle wollen sie haben – für ein bisschen Pep im grauen Alltag oder als Outfit für die nächste Weihnachtsparty.

Die Weihnachtszeit ist voller Lichter und Glitzer – es kann gar nicht genug schillern. 
 Entsprechend funkelnd präsentieren sich auch die Outfits für die Weihnachtsfeiern. 
-Pailletten oder Strass gehören hier seit jeher zu den Favoriten und das zeigt sich auch in dieser Partysaison.

Eine Glitzer-Jeans von Mango hat es Modefans derzeit besonders angetan und sorgt auf Social Media für hunderttausende Views: Das begehrte Stück ist online bereits vergriffen, in wenigen Schweizer Filialen aber noch erhältlich. 
+Pailletten oder Strass gehören hier seit jeher zu den Favoriten und das zeigt sich auch in dieser Partysaison.

Eine Glitzer-Jeans von Mango hat es Modefans derzeit besonders angetan und sorgt auf Social Media für Hunderttausende Views: Das begehrte Stück ist online bereits vergriffen, in wenigen Schweizer Filialen aber noch erhältlich. 
 Auch andere ähnliche Modelle sind vielerorts ausverkauft.

Je nach Lichteinfall schillert sie stärker oder dezenter. 
 Der angesagte Ballon-Schnitt der Jeans ist derzeit besonders gefragt. 
-Dank der Farbe «Black Denim» lässt sich die Hose vielfältig kombinieren: Ob mit einem Top, das den Glitzer-Trend weiter aufgreift, einer eleganten Seidenbluse oder einem kuscheligen Wollpulli.

Wie stehst du zu Glitzer und Pailletten in deiner Festtagsgarderobe?

Online sorgt die Hose für Begeisterung. 
+Dank der Farbe «Black Denim» lässt sich die Hose vielfältig kombinieren: ob mit einem Top, das den Glitzer-Trend weiter aufgreift, einer eleganten Seidenbluse oder einem kuscheligen Wollpulli.

Wie stehst du zu Glitzer und Pailletten in deiner Festtagsgarderobe?

Online sorgt die Hose für Begeisterung. 
 Auf Tiktok probieren unzählige Userinnen das beliebte Modell für die Festtagszeit an, drehen sich glücklich in der Umkleidekabine und zeigen, wie das Modell im Licht glänzt. 
 «Ich bin verliebt», schreibt etwa Tiktokerin Nikolaorlanska. 
-Manche der Videos haben über eine halbe Million Views.

In mehreren Clips wird die Mango-Jeans als das «Must-have» der Saison gefeiert. 
+Manche der Videos haben über eine halbe Million Views.

In mehreren Clips wird die Mango-Jeans als das Must-have der Saison gefeiert. 
 Auch Creatorin Carlotaasousa schlüpft rein. 
 Eine Followerin kommentiert: «Liebe ich, muss ich haben.»

«Omg, ich wusste gar nicht, dass ich etwas so dringend brauchte», schreibt eine Followerin. 
 Und eine andere meint schlicht: «So wunderschön.»

Viele grössere Userinnen wundern sich in den Kommentarspalten, ob die Hose wohl lang genug ausfällt. ",2025-11-17 12:21:36.756640,typo
20 Minuten,Huhn reist mitten in der Nacht im Zug nach Kreuzlingen,2025-11-17 10:58:11,,,,
20 Minuten,"Penthouse in Dübendorf kostet jetzt nur noch 8,4 Mio. Franken",2025-11-17 11:02:35,3276,"--- Database Content\n
+++ Fetched Content\n
@@ -1,4 +1,4 @@\n
-Ein Luxuspenthouse in Stettbach gibt's jetzt beinahe günstig. 
+Ein Luxuspenthouse in Stettbach gibts jetzt beinahe günstig. 
 Der Preis fällt von 12 auf 8,4 Millionen Franken – trotz Traumlage im 34. 
 Stock.

Darum gehts

414 Quadratmeter Wohnfläche mit atemberaubender Aussicht vom 34. 
 Stockwerk: Das «einzigartige Penthouse der Superlative», gelegen im Tower D, einem der drei «Three Point»-Hochhäuser in Stettbach, gibt es aktuell für «nur» 8,4 Millionen Franken zu kaufen. ",2025-11-17 12:51:14.317239,typo
20 Minuten,Bauarbeiten in der Nacht – «Ich leide psychisch unter dem Lärm»,2025-11-17 11:03:25,,,,
20 Minuten,Bauarbeiten von 24 bis 4 Uhr – «Leide psychisch unter dem Lärm»,2025-11-17 11:03:25,,,,
20 Minuten,«Panik»: Stefano Zarrella erleidet Frittier-Unfall durch Churros,2025-11-17 11:15:48,3188,"--- Database Content\n
+++ Fetched Content\n
@@ -3,7 +3,7 @@\n
 Wie der Kochbuchautor auf Instagram verriet, wollte er am Sonntag für seine Followerschaft ein Video für ein «cooles Rezept» aufnehmen. 
 Der Bruder von Schlagersänger und Moderator Giovanni Zarrella (47) bereitete das beliebte Spritzgebäck Churros zu. 
 Als er den Teig in die Fritteuse geben wollte, sei ihm «plötzlich das heisse Fett ins Gesicht gesprungen». 
-Und das «ohne, dass überhaupt etwas im Frittierfett drin war».

Stefano Zarrella war nach dem Unfall «komplett im Schock», wie er auf Instagram gestand. 
+Und das, «ohne dass überhaupt etwas im Frittierfett drin war».

Stefano Zarrella war nach dem Unfall «komplett im Schock», wie er auf Instagram gestand. 
 Er hatte «richtig Panik», weil er zunächst nicht wusste, wie schlimm es ist. 
 In den Spiegel zu schauen, traute er sich nicht.

Einen «klaren Gedanken» konnte Stefano Zarrella nach dem Schreck nicht fassen. 
 Doch sein Bruder Giovanni kam gleich vorbei und fuhr ihn ins Krankenhaus. 
@@ -14,6 +14,5 @@\n
 Auf der rechten Gesichtshälfte sind mehrere rote Flecken zu sehen.

Hast du schon mal einen Unfall beim Kochen oder in der Küche erlebt?

«Jetzt heisst es: Ruhe, heilen lassen und dankbar sein», schrieb Zarrella. 
 «Passt gut auf euch auf, Leute», gab er seinen Followern noch mit und teilte mit ihnen eine Information, die ihm ein Arzt im Klinikum gab. 
 Der Mediziner rate ab, Wärmflaschen zu benutzen. 
-Die können «aufplatzen oder einreissen und dann hat man richtig schlimme Verbrennungen».

Am Ende seines Textes bedankte sich Stefano Zarrella beim Personal des Krankenhauses: «Wahre Superhelden seid ihr!». 
-Ausserdem dankte er seiner «unglaublichen» Familie, die immer hinter ihm stehe, «sowohl vor als auch hinter der Kamera».

Darum wurde das Kommentarfeld deaktiviert

Janelle Oldani (old), Jahrgang 2001, arbeitet seit September 2024 im People-Ressort. 
+Die können «aufplatzen oder einreissen und dann hat man richtig schlimme Verbrennungen».

Am Ende seines Textes bedankte sich Stefano Zarrella beim Personal des Krankenhauses: «Wahre Superhelden seid ihr!» Ausserdem dankte er seiner «unglaublichen» Familie, die immer hinter ihm stehe, «sowohl vor als auch hinter der Kamera».

Darum wurde das Kommentarfeld deaktiviert

Janelle Oldani (old), Jahrgang 2001, arbeitet seit September 2024 im People-Ressort. 
 Nebenbei studiert sie Medienforschung an der Universität Zürich.

",2025-11-17 12:31:19.547804,content change
20 Minuten,"«Ich dachte, sie zünden das Haus an»: Gangs rauben Villen aus",2025-11-17 11:24:33,,,,
20 Minuten,"«Dachte, sie zünden das Haus an»: Gangs rauben Villen aus",2025-11-17 11:24:33,4044,"--- Database Content\n
+++ Fetched Content\n
@@ -2,17 +2,17 @@\n
 Die Angst in der Bevölkerung wächst, während die Politik über das Ausmass streitet.

Darum gehts

Im Juni dieses Jahres schlief Christophe Burrus, ein Mittsiebziger und ehemals Senior Partner bei der Privatbank Vontobel, friedlich in seiner Villa bei offenem Fenster. 
 Hinter einem Wald versteckt sei sein Haus von aussen nicht sichtbar: «Ich lebe dort seit 33 Jahren und hatte vorher nie einen Einbruch», sagt er zur «NZZ» (Bezahlartikel). 
 Doch plötzlich wurde er von vier Männern in Sturmmasken und militärischer Kleidung unsanft aufgeweckt. 
-Die Einbrecher, ausgerüstet mit Walkie-Talkies, Stirnlampen und Schlagstöcken, fordern Zugang zum Safe und drohten, Burrus zu töten, sollte er nicht kooperieren.

Es ist eine Horrorvorstellung, die in der Schweiz vermehrt zur Realität wird: Einbrecher, oft schwer bewaffnet, überraschen Bewohner bewusst zu Hause und fordern von ihnen die Herausgabe von Bargeld und Wertgegenständen. 
+Die Einbrecher, ausgerüstet mit Walkie-Talkies, Stirnlampen und Schlagstöcken, forderten Zugang zum Safe und drohten, Burrus zu töten, sollte er nicht kooperieren.

Es ist eine Horrorvorstellung, die in der Schweiz vermehrt zur Realität wird: Einbrecher, oft schwer bewaffnet, überraschen Bewohner bewusst zu Hause und fordern von ihnen die Herausgabe von Bargeld und Wertgegenständen. 
 Die Kriminellen schrecken in der Regel auch vor der Anwendung von Gewalt nicht zurück.

Das Phänomen, genannt Homejacking, ist in Frankreich relativ verbreitet – im Jahr 2023 gab es über 500 Fälle – findet aber vor allem über die Genferseeregion inzwischen auch Eingang in die Schweiz. 
 Von vier Fällen im Jahr 2021 stieg die Zahl im Kanton Genf stetig auf 13 im vergangenen Jahr. 
 Auch 2025 bewege man sich in diesem Bereich, wie der Sprecher der Kantonspolizei gegenüber der «NZZ» (Bezahlartikel) angibt.

Die SP-Politikerin Carole-Anne Kast, deren Departement für die Sicherheit zuständig ist, gibt zu, dass Homejacking ein neues Phänomen mit Schock-Potenzial sei. 
 Doch spreche man von etwa zehn Fällen pro Jahr, die im Verhältnis zu anderen Straftaten gesehen werden müssten. 
 Dies sieht der FDP-Politiker Édouard Cuendet anders: Homejacking sei «ein sehr grosser Grund der Besorgnis», die kantonale Politik solle «den psychologischen Effekt» anerkennen.

Und tatsächlich: In mehreren Gemeinden organisieren sich Bewohnerinnen und Bewohner bereits in Whatsapp-Gruppen, um sich gegenseitig vor verdächtigen Personen, Einbrüchen oder ungewöhnlichen Ereignissen zu warnen. 
 Diese informellen Netzwerke geben vielen ein stärkeres Sicherheitsgefühl, bergen aber das Risiko von Fehlinformationen oder übertriebenen Reaktionen. 
-Die Politik warnt davor, dass sie keine polizeilichen Strukturen ersetzen dürfen und Hinweise weiterhin über offizielle Kanäle gemeldet werden sollen.

Im Falle von Christophe Burrus entwendeten die Einbrecher schliesslich Uhren, Bargeld und Juwelen. 
-«Es war nicht viel wert, insgesamt weniger als 100'000 Franken», so Burrus zur NZZ. 
-Einen Alarmknopf neben dem Bett hatte der Mann schon, doch fehlte im entscheidenden Moment die Zeit, diesen zu betätigen.

Nachdem die Einbrecher alle Wertsachen eingepackt hatten, hörte Burrus wie sie eine Flüssigkeit verschütteten. 
-«Ich dachte, sie zünden das Haus an und ich verbrenne in den Flammen.» Das Flüssigkeit war jedoch nur Desinfektionsmittel. 
+Die Politik warnt davor, dass sie keine polizeilichen Strukturen ersetzen dürfen, und Hinweise weiterhin über offizielle Kanäle gemeldet werden sollen.

Im Falle von Christophe Burrus entwendeten die Einbrecher schliesslich Uhren, Bargeld und Juwelen. 
+«Es war nicht viel wert, insgesamt weniger als 100'000 Franken», so Burrus zur «NZZ». 
+Einen Alarmknopf neben dem Bett hatte der Mann schon, doch fehlte im entscheidenden Moment die Zeit, diesen zu betätigen.

Nachdem die Einbrecher alle Wertsachen eingepackt hatten, hörte Burrus, wie sie eine Flüssigkeit verschütteten. 
+«Ich dachte, sie zünden das Haus an und ich verbrenne in den Flammen.» Die Flüssigkeit war jedoch nur Desinfektionsmittel. 
 Es sollte später die Spürhunde der Polizei verwirren. 
 Inzwischen hat Burrus die Sicherheitsvorkehrungen bei sich zu Hause für 50'000 Franken ausgebaut.

Sehr viel grössere Beute machten Einbrecher Ende September in Genf, als sie beim Immobilienprofi Alexandre Mourreau einstiegen. 
 Die drei entwendeten seine Sammlung von Luxusuhren – Modelle der Marken Audemars Piguet, Patek Philippe, Richard Mille und weitere Sammlerstücke. ",2025-11-17 15:41:18.904304,typo
20 Minuten,Schweizer Torhüter und schwarze Magie sorgen für Jubel im Kongo,2025-11-17 11:32:32,,,,
20 Minuten,Sicherheitspanne: Tiktoker hängen eigenes Gemälde in den Louvre,2025-11-17 11:41:47,3322,"--- Database Content\n
+++ Fetched Content\n
@@ -1,9 +1,9 @@\n
-Letzten Freitag platzierten zwei belgische TikToker im Louvre-Museum nahe der Mona-Lisa ihr eigenes Kunstwerk. 
-Die Sicherheitskräfte haben nichts bemerkt.

Darum gehts

Es brauchte nicht viel um die Sicherheitskräfte des Louvre auszutricksen: Einen zusammengesteckten Rahmen, ein zusammengerolltes Poster und voilà: Die weltberühmte Sammlung ist um ein Stück reicher geworden.

In Ihren Videos auf TikTok und Instagram zeigen die beiden Influencer Neal und Senne wie sie es geschafft haben, ihr eigenes Gemälde in den Louvre zu hängen. 
-Darauf zeigen sie, wie sie einen Lego-Rahmen ins Muesum schmuggeln, ihn eine Stunde vor Schliessung  zusammenbauen und das Gemälde dann kurz vor Schliessung an eine Wand in der Nähe der Mona-Lisa zu kleben. 
-Wie lange das Bild schlussendlich dort blieb, ist unklar.

Die TikToker Neal und Senne sind dafür bekannt, mit ihren «Streichen» Grenzen zu überschreiten. 
-Zuletzt sorgten sie für Schlagzeilen, nachdem sie behaupteten, dass sie sich ins Champions-League-Final in Bayern geschmuggelt hatten ohne dafür bezahlen zu müssen.

Der Coup der Belgier stellt die Sicherheit des Louvre-Museums erneut in ein schlechtes Licht. 
+Letzten Freitag platzierten zwei belgische Tiktoker im Louvre-Museum nahe der Mona Lisa ihr eigenes Kunstwerk. 
+Die Sicherheitskräfte haben nichts bemerkt.

Darum gehts

Es brauchte nicht viel, um die Sicherheitskräfte des Louvre auszutricksen – einen zusammengesteckten Rahmen, ein zusammengerolltes Poster und voilà: Die weltberühmte Sammlung ist um ein Stück reicher geworden.

In ihren Videos auf Tiktok und Instagram zeigen die beiden Influencer Neal und Senne, wie sie es geschafft haben, ihr eigenes Gemälde in den Louvre zu hängen. 
+Darauf zeigen sie, wie sie einen Lego-Rahmen ins Muesum schmuggeln, ihn eine Stunde vor Schliessung  zusammenbauen und das Gemälde dann kurz vor Schliessung an eine Wand in der Nähe der Mona Lisa kleben. 
+Wie lange das Bild schlussendlich dort blieb, ist unklar.

Die Tiktoker Neal und Senne sind dafür bekannt, mit ihren «Streichen» Grenzen zu überschreiten. 
+Zuletzt sorgten sie für Schlagzeilen, nachdem sie behaupteten, dass sie sich ins Champions-League-Final in Bayern geschmuggelt hatten, ohne dafür bezahlen zu müssen.

Der Coup der Belgier stellt die Sicherheit des Louvre-Museums erneut in ein schlechtes Licht. 
 Seit dem Raub der Kaiserlichen Juwelen am 19. 
-Oktober 2025 aus dem Museum stehen die Sicherheitskräfte des Louvres unter Kritik. 
+Oktober 2025 aus dem Museum stehen die Sicherheitskräfte des Louvre unter Kritik. 
 Mehr zum Louvre-Coup, der weltweit für Schlagzeilen sorgte, findest du hier.

Was hältst du von solchen Aktionen, bei denen Influencer Grenzen austesten?

Jonah Weibel (wei) arbeitet seit 2025 bei 20 Minuten. 
 Er ist Praktikant beim Ressort Newsdesk und schreibt über alle aktuellen Themen, am liebsten aber über Politik und Wirtschaft.",2025-11-17 13:01:19.785033,content change
20 Minuten,Wie viel Wasser braucht es für die perfekte Pasta?,2025-11-17 11:51:05,,,,
20 Minuten,Unbekannte räumen Bijouterie aus und flüchten,2025-11-17 11:58:50,,,,
20 Minuten,Grosser Deal: Helvetic Airways kauft acht Embraer-Jets,2025-11-17 12:43:02,,,,
20 Minuten,"Weil ihr die Musik im Taxi nicht gefiel, zückte sie ihre Machete",2025-11-17 12:57:12,,,,
20 Minuten,US-Fleisch für die Schweiz: Kommen jetzt doch die Chlor-Poulets?,2025-11-17 13:10:22,,,,
20 Minuten,Schweiz soll US-Fleisch importieren – Händler nicht interessiert,2025-11-17 13:10:22,3802,"--- Database Content\n
+++ Fetched Content\n
@@ -11,7 +11,7 @@\n
 Importierte Produkte seien entsprechend deklariert. 
 Überlegungen hinsichtlich eines Imports von Geflügel aus den USA gebe es nicht, erklärte ein Sprecher im September. 
 «Wir verfolgen die Entwicklungen aufmerksam, ein Import von Fleischwaren aus den USA ist aber nicht vorgesehen», heisst es aktuell.

Am deutlichsten drückte sich Lidl aus: «Die Aufnahme von Geflügelprodukten aus den USA ist für uns keine Option, da wir bei unserem Fleischsortiment primär auf Schweizer Produktion und Qualität setzen», erklärte eine Sprecherin. 
-Dies gelte für alle Frischfleisch-Produkte aus den USA, wie Lidl nun gegenüber Blick mitteilt.

Bei den Fleischverbänden äussert man sich noch zurückhaltend oder gar nicht. 
+Dies gelte für alle Frischfleisch-Produkte aus den USA, wie Lidl nun gegenüber Blick mitteilt.

Konsumentenschutz fordert Deklarationen

Bei den Fleischverbänden äussert man sich noch zurückhaltend oder gar nicht. 
 Zu unsicher seien die Details zum Deal noch, so der Tenor. 
 Einzig Proviande, die Branchenorganisation der Schweizer Fleischwirtschaft, beantwortet die Fragen von 20 Minuten ausführlich.

Laut Kommunikationschef Philippe Haeberli ist man unbesorgt: «Stand heute sehen wir keinen Druck auf die Landwirtschaft oder die Schweizer Fleischproduktion aufgrund des Zolldeals auf uns zukommen. 
 Rund 80 Prozent des in der Schweiz konsumierten Fleischs stammen aus einheimischer Produktion. ",2025-11-17 14:51:40.559775,typo
20 Minuten,Neue Vorschriften: Verlegt die UBS ihren Hauptsitz in die USA?,2025-11-17 13:20:43,3751,"--- Database Content\n
+++ Fetched Content\n
@@ -1,4 +1,6 @@\n
 Der Verwaltungsratspräsident Colm Kelleher der UBS soll sich mit dem amerikanischen Finanzminister zu einem möglichen Umzug der Grossbank unterhalten haben.

Darum gehts

Die Zeichen, dass die UBS sich womöglich weitgehend aus der Schweiz zurückziehen und in den Vereinigten Staaten einen neuen Hauptsitz aufbauen könnte, verdichten sich: Wie die «Neue Zürcher Zeitung» berichtet, führte UBS-Verwaltungsratspräsident Colm Kelleher zuletzt Gespräche mit US-Finanzminister Scott Bessent.

Grund sind neue Eigenkapitalvorschriften, die der Bund mit Hinblick auf die Credit-Suisse-Rettung plant. 
 Unter ihnen müsste die UBS dutzende Milliarden zusätzliches Kapital einbehalten, das der Grossbank im Gegensatz zu internationalen Konkurrenz dann für Investitionen fehlen würde.

Wie die «Financial Times» berichtet, fanden die Gespräche bereits in den letzten Monaten statt. 
-Die Trump-Regierung habe dabei signalisiert, dass man einen Umzug der Schweizer Grossbank in die USA unterstützen würde.

Benedikt Hollenstein (bho) ist seit 2021 bei 20 Minuten. 
+Die Trump-Regierung habe dabei signalisiert, dass man einen Umzug der Schweizer Grossbank in die USA unterstützen würde.

Über die möglichen Auswirkungen eines solchen Wegzugs scheiden sich unter Experten die Geister: Eine Verlegung des Hauptsitzes würde nicht bedeuten, dass die UBS ihre Geschäfte hierzulande beendet, ist der emeritierte Bankenprofessor Hans Geiger überzeugt: «In der Schweizer UBS würden wohl ein paar Tausend Stellen verschwinden, vor allem im Management und in der Zentrale.»

Anderer Meinung ist Peter V. 
+Kunz, der geschäftsführende Direktor am Institut für Wirtschaftsrecht der Universität Bern: «Ich erachte einen Wegzug der UBS aus der Schweiz als völlig unrealistisch. 
+Sie würde damit nicht nur in der Schweiz, sondern auch bei der ausländischen, insbesondere der asiatischen und der arabischen Kundschaft den absolut zentralen Wettbewerbsvorteil Swissness verlieren.» Er vermutet, dass es sich bei den Gerüchten in erster Linie um gezieltes Lobbying im Hinblick auf die künftigen Regulierungen handelt.

Benedikt Hollenstein (bho) ist seit 2021 bei 20 Minuten. 
 Er schreibt für den Newsdesk und übernimmt dort auch Tagesleitungsschichten.",2025-11-17 14:41:01.188500,content change
20 Minuten,Kontrolle bei Goldhändler und Baustellen: Drei Personen verhaftet,2025-11-17 13:37:11,,,,
20 Minuten,Lenkerin findet abgetrennte Frauen-Hände auf Autobahn,2025-11-17 13:41:03,,,,
20 Minuten,Kessler-Zwillinge: Die «schönsten Frauen der Welt» sind tot,2025-11-17 14:04:33,3942,"--- Database Content\n
+++ Fetched Content\n
@@ -1,8 +1,14 @@\n
-Im Alter von 89 Jahren sind die international bekannten Kessler-Zwillinge, die als Entertainerinnen grosse Erfolge feierten, verstorben.

Alice und Ellen Kessler, bekannt als die Kessler-Zwillinge, sind tot. 
+Im Alter von 89 Jahren sind die international bekannten Kessler-Zwillinge, die als Entertainerinnen grosse Erfolge feierten, verstorben.

Darum gehts

Alice und Ellen Kessler, bekannt als die Kessler-Zwillinge, sind tot. 
 Nach Informationen der «Bild» starben die Entertainerinnen gemeinsam in München. 
 Demnach soll es auch einen Einsatz der Kriminalpolizei gegeben haben.

Die beiden wurden am 20. 
 August 1936 in Nerchau, Bundesland Sachsen, geboren und waren international bekannte Sängerinnen, Tänzerinnen, Schauspielerinnen und Entertainerinnen. 
 Die Kessler-Zwillinge wurden für lange Zeit als die schönste Frauen der Welt bezeichnet. 
-Ausser in Deutschland traten sie insbesondere in Italien, Frankreich und den USA auf.

Update folgt ...

Hast du oder hat jemand, den du kennst, Suizidgedanken? 
+Ausser in Deutschland traten sie insbesondere in Italien, Frankreich und den USA auf.

Die Filmkarriere der Kessler-Zwillinge begann 1955. 
+Ihre erste gemeinsame Rolle erhielten sie in der Komödie «Solang’ es hübsche Mädchen gibt». Weitere Filme folgten, darunter «Vier Mädels aus der Wachau» (1957), «Der Graf von Luxemburg» (1957) und «Die Tote von Beverly Hills» (1964). 
+Auch als Tänzerinnen wurden die beiden bekannt und traten etwa im Ballett «Die sieben Todsünden der Kleinbürger» von Bertolt Brecht und Kurt Weill auf.

Auch in der Schallplattenindustrie hatten die Zwillinge Erfolg: Während ihre erste Single 1958 noch wenig Beachtung fand, nahm ab 1959 die grösste deutsche Plattenfirma, Polydor, das Duo unter Vertrag und brachte bis 1963 zwölf Duettsingles und sechs Platten, die sie zusammen mit Peter Kraus als das «Trio Alice, Ellen & Peter» besangen, heraus. 
+Während die Duettplatten weiterhin erfolglos blieben, erreichten drei Titel mit Peter Kraus die Top 50 der deutschen Hitlisten.

Wodurch bleiben dir die Kessler-Zwillinge am besten in Erinnerung?

Im Alter von 40 Jahren liessen sich die Kessler-Zwillinge für die italienische Ausgabe des «Playboy» ablichten. 
+Die Ausgabe war innerhalb kürzester Zeit ausverkauft. 
+In Italien, wo sie von 1962 bis 1986 ihren festen Wohnsitz hatten, galten sie («Le gemelle Kessler») lange Zeit als Ikonen des Unterhaltungsfernsehens. 
+Viele bekannte Hollywood-Persönlichkeiten zeigten sich gern an der Seite der «deutschen Mädchen», etwa Frank Sinatra, Burt Lancaster und Elvis Presley.

Hast du oder hat jemand, den du kennst, Suizidgedanken? 
 Oder hast du jemanden durch Suizid verloren?

Reto Bollmann (bre), Jahrgang 1991, verstärkt seit Ende 2021 als Redaktor den Newsdesk von 20 Minuten. 
 Eine Vorliebe hat er für wissenschaftliche und geschichtliche Themen.",2025-11-17 15:21:10.009272,content change
20 Minuten,In Glarner Böden wurden Ewigkeitschemikalien gefunden,2025-11-17 14:15:22,4102,"--- Database Content\n
+++ Fetched Content\n
@@ -2,11 +2,11 @@\n
 Die Messkampagne soll nun ausgeweitet werden, schreibt der Kanton.

Darum gehts

Weil PFAS-Höchstwerte überschritten wurden, verhängte der Kanton Zug am Freitag einen sofortigen Verkaufsstopp für Hechte und Eglis aus dem Zugersee.

Am Montag teilt nun auch der Kanton Glarus mit, dass in Glarner Böden PFAS nachgewiesen wurde. 
 Die Abteilung Umweltschutz und Energie habe dabei Proben in allen drei Gemeinden entnommen und im Labor analysieren lassen. 
 Bei allen Proben konnten Per- und polyfluorierte Chemikalien im Oberboden nachgewiesen werden.

Die Standorte seien aufgrund von möglichen Belastungen aus unterschiedlichen Quellen ausgewählt worden, teilt der Kanton Glarus mit. 
-PFAS könnten beispielsweise aufgrund industrieller Verwendung insbesondere in der Textilindustrie, durch Löschschaum bei Bränden oder Brandübungsplätzen oder durch Ausbringen von mit PFAS-belastetem Klärschlamm auf Landwirtschaftsböden in die Umwelt gelangen.

Die Ursache für die Belastungen seien vielfältig, so der Kanton. 
+PFAS könnten beispielsweise aufgrund industrieller Verwendung insbesondere in der Textilindustrie, durch Löschschaum bei Bränden oder Brandübungsplätzen oder durch Ausbringen von mit PFAS belastetem Klärschlamm auf Landwirtschaftsböden in die Umwelt gelangen.

Die Ursachen für die Belastungen seien vielfältig, so der Kanton. 
 Um die gefundenen Belastungen im Oberboden besser eingrenzen zu können, sollen jetzt die Messkampagnen ausgeweitet und weitere Proben genommen werden.

Für Böden existieren derzeit keine PFAS-Grenz- oder Richtwerte. 
 Grenzwerte bestehen lediglich im Lebensmittelbereich. 
 Ein Rückschluss der Bodenproben auf die Lebensmittelproduktion ist laut dem Kanton Glarus deshalb vorerst nicht angezeigt. 
 Untersuchungen von Oberflächengewässern und Grundwasser hätten «keine Auffälligkeiten» gezeigt.

Wie besorgt bist du über PFAS in unserer Umwelt und in Lebensmitteln?

Das Glarner Amt für Lebensmittelsicherheit und Tiergesundheit untersucht derzeit Lebensmittel aus der Glarner Milchproduktion auf mögliche Belastungen mit PFAS. 
-Diese diene als Ergänzung zur national durchgeführten Untersuchung zu PFAS in Lebensmitteln. 
+Dies diene als Ergänzung zur national durchgeführten Untersuchung zu PFAS in Lebensmitteln. 
 Erste Resultate dieser Untersuchung werden Anfang 2026 erwartet.

Bei Untersuchungen im Jahr 2024 im Walensee wurden in allen Fischen PFAS nachgewiesen. 
 Die Konzentrationen von PFAS in den beprobten Fischarten Felche, Hecht, Rotauge, Egli und Trüsche seien allerdings «deutlich» unter den gesetzlichen Höchstwerten gelegen, schreibt der Kanton Glarus.",2025-11-17 15:51:22.681613,typo
